Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name,Day,Day_Type,Hour,Month,Horario_correcto
MX39-1145,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GINSBERG,Sábado,Fin de Semana,19,Enero,True
MX39-1146,paid,fulfilled,248.28,1800.0,0.0,20/01/2018 19:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,19,Enero,True
MX39-1151,paid,fulfilled,4.14,30.0,0.0,21/01/2018 18:39:00,1,30.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco,Domingo,Fin de Semana,18,Enero,True
MX39-1166,paid,fulfilled,227.58,1650.0,150.0,22/01/2018 18:47:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,BARRAGAN,Lunes,Entre Semana,18,Enero,True
MX39-1167,paid,fulfilled,227.58,1650.0,150.0,22/01/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Lunes,Entre Semana,18,Enero,True
MX39-1168,paid,fulfilled,248.28,1800.0,0.0,22/01/2018 19:08:00,1,0.01,No cancelado,Gift Card,0.0,Tienda A,pos,Micas,Lunes,Entre Semana,19,Enero,True
MX39-1169,paid,fulfilled,96.55,700.0,0.0,22/01/2018 19:13:00,1,700.0,No cancelado,External Credit,0.0,Tienda A,pos,Clipon,Lunes,Entre Semana,19,Enero,True
MX39-1183,paid,fulfilled,248.28,1800.0,0.0,26/01/2018 19:33:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Viernes,Fin de Semana,19,Enero,True
MX39-1187,paid,fulfilled,6.21,45.0,0.0,27/01/2018 19:07:00,1,15.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco,Sábado,Fin de Semana,19,Enero,True
MX39-1188,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 19:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,19,Enero,True
MX39-1189,partially_refunded,fulfilled,248.28,1800.0,0.0,27/01/2018 19:18:00,1,0.01,No cancelado,External Credit,150.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Enero,True
MX39-1190,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 19:21:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Enero,True
MX39-1191,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 19:25:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,HAWKING,Sábado,Fin de Semana,19,Enero,True
MX39-1192,paid,fulfilled,227.58,1650.0,150.0,27/01/2018 19:51:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda A,pos,DARIA,Sábado,Fin de Semana,19,Enero,True
MX39-1222,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:07:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Domingo,Fin de Semana,19,Enero,True
MX39-1223,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,WALTER,Domingo,Fin de Semana,19,Enero,True
MX39-1224,paid,fulfilled,344.83,2500.0,0.0,28/01/2018 19:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Domingo,Fin de Semana,19,Enero,True
MX39-1225,paid,fulfilled,496.55,3600.0,0.0,28/01/2018 19:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,19,Enero,True
MX39-1240,partially_refunded,fulfilled,248.27,1800.0,0.0,29/01/2018 18:47:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,CLARK,Lunes,Entre Semana,18,Enero,True
MX39-1243,paid,fulfilled,248.28,1800.0,0.0,30/01/2018 18:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Martes,Entre Semana,18,Enero,True
MX39-1244,paid,fulfilled,496.55,3600.0,150.0,30/01/2018 19:50:00,1,1950.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Martes,Entre Semana,19,Enero,True
MX39-1253,paid,fulfilled,248.28,1800.0,0.0,31/01/2018 18:27:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS,Miercoles,Entre Semana,18,Enero,True
MX39-1254,paid,fulfilled,248.28,1800.0,0.0,31/01/2018 18:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Miercoles,Entre Semana,18,Enero,True
MX39-1255,paid,fulfilled,322.07,2335.0,165.0,31/01/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Miercoles,Entre Semana,18,Enero,True
MX39-1256,paid,fulfilled,496.55,3600.0,0.0,31/01/2018 18:57:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD,Miercoles,Entre Semana,18,Enero,True
MX39-1257,partially_refunded,fulfilled,265.52,1925.0,0.0,31/01/2018 19:11:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,CHAVELA,Miercoles,Entre Semana,19,Enero,True
MX39-1277,paid,fulfilled,96.55,700.0,0.0,02/02/2018 18:07:00,1,700.0,No cancelado,Cash,0.0,Tienda A,pos,Clipon,Viernes,Fin de Semana,18,Febrero,True
MX39-1278,partially_refunded,fulfilled,248.27,1800.0,0.0,02/02/2018 18:21:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,LUCAS,Viernes,Fin de Semana,18,Febrero,True
MX39-1279,paid,fulfilled,248.28,1800.0,0.0,02/02/2018 19:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN,Viernes,Fin de Semana,19,Febrero,True
MX39-1280,paid,fulfilled,248.28,1800.0,0.0,02/02/2018 19:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LEON,Viernes,Fin de Semana,19,Febrero,True
MX39-1289,paid,fulfilled,248.28,1800.0,0.0,03/02/2018 18:23:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,18,Febrero,True
MX39-1290,paid,fulfilled,248.28,1800.0,0.0,03/02/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GONZO,Sábado,Fin de Semana,18,Febrero,True
MX39-1291,partially_refunded,fulfilled,248.28,1800.0,0.0,03/02/2018 18:58:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,18,Febrero,True
MX39-1292,partially_refunded,fulfilled,248.28,1800.0,0.0,03/02/2018 19:18:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,19,Febrero,True
MX39-1293,paid,fulfilled,248.28,1800.0,0.0,03/02/2018 19:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,19,Febrero,True
MX39-1294,paid,fulfilled,344.83,2500.0,0.0,03/02/2018 19:33:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MARTIN,Sábado,Fin de Semana,19,Febrero,True
MX39-1295,paid,unfulfilled,248.28,1800.0,0.0,03/02/2018 19:52:00,1,1799.99,10/2/2018,Cash,0.0,Tienda A,pos,ALDOUS,Sábado,Fin de Semana,19,Febrero,True
MX39-1318,paid,fulfilled,317.24,2300.0,0.0,04/02/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Domingo,Fin de Semana,18,Febrero,True
MX39-1319,paid,fulfilled,248.28,1800.0,0.0,04/02/2018 19:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK,Domingo,Fin de Semana,19,Febrero,True
MX39-1320,paid,fulfilled,248.28,1800.0,0.0,04/02/2018 19:24:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Domingo,Fin de Semana,19,Febrero,True
MX39-1334,partially_refunded,fulfilled,496.55,3600.0,0.0,05/02/2018 18:27:00,1,1799.99,No cancelado,External Credit,300.0,Tienda A,pos,CAMARENA,Lunes,Entre Semana,18,Febrero,True
MX39-1335,paid,fulfilled,248.28,1800.0,0.0,05/02/2018 19:01:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Lunes,Entre Semana,19,Febrero,True
MX39-1336,paid,fulfilled,248.28,1800.0,0.0,05/02/2018 19:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Lunes,Entre Semana,19,Febrero,True
MX39-1337,partially_refunded,fulfilled,248.28,1800.0,0.0,05/02/2018 19:32:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,TRUMAN,Lunes,Entre Semana,19,Febrero,True
MX39-1338,paid,fulfilled,248.28,1800.0,0.0,05/02/2018 19:44:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Lunes,Entre Semana,19,Febrero,True
MX39-1339,paid,fulfilled,248.28,1800.0,0.0,05/02/2018 19:59:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,RAMIREZ,Lunes,Entre Semana,19,Febrero,True
MX39-1343,paid,fulfilled,248.28,1800.0,0.0,06/02/2018 18:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Martes,Entre Semana,18,Febrero,True
MX39-1344,paid,fulfilled,12.41,90.0,0.0,06/02/2018 18:45:00,1,40.0,No cancelado,External Credit,0.0,Tienda A,pos,Polanco,Martes,Entre Semana,18,Febrero,True
MX39-1345,paid,fulfilled,124.14,900.0,0.0,06/02/2018 19:21:00,2,450.0,No cancelado,External Credit,0.0,Tienda A,pos,Mica Monofocal,Martes,Entre Semana,19,Febrero,True
MX39-1346,paid,fulfilled,248.28,1800.0,0.0,06/02/2018 19:36:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,HAWKING,Martes,Entre Semana,19,Febrero,True
MX39-1347,paid,fulfilled,234.48,1700.0,100.0,06/02/2018 19:42:00,1,0.01,No cancelado,Cash,0.0,Tienda A,pos,Micas,Martes,Entre Semana,19,Febrero,True
MX39-1358,paid,fulfilled,517.24,3750.0,0.0,07/02/2018 19:51:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MARTIN,Miercoles,Entre Semana,19,Febrero,True
MX39-1359,paid,fulfilled,517.24,3750.0,0.0,07/02/2018 19:58:00,1,1950.0,No cancelado,External Credit,0.0,Tienda A,pos,Micas Progresivas,Miercoles,Entre Semana,19,Febrero,True
MX39-1371,paid,fulfilled,248.28,1800.0,0.0,09/02/2018 18:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Viernes,Fin de Semana,18,Febrero,True
MX39-1372,paid,fulfilled,248.28,1800.0,0.0,09/02/2018 18:44:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Viernes,Fin de Semana,18,Febrero,True
MX39-1373,paid,fulfilled,248.28,1800.0,0.0,09/02/2018 19:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS,Viernes,Fin de Semana,19,Febrero,True
MX39-1379,paid,fulfilled,468.97,3400.0,0.0,10/02/2018 18:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,WOODY,Sábado,Fin de Semana,18,Febrero,True
MX39-1380,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 18:46:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,JANIS,Sábado,Fin de Semana,18,Febrero,True
MX39-1381,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 19:08:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Febrero,True
MX39-1382,paid,fulfilled,248.28,1800.0,0.0,10/02/2018 19:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,OROZCO,Sábado,Fin de Semana,19,Febrero,True
MX39-1383,paid,fulfilled,227.58,1650.0,150.0,10/02/2018 19:51:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,19,Febrero,True
MX39-1415,paid,fulfilled,248.28,1800.0,0.0,12/02/2018 18:29:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,HAWKING,Lunes,Entre Semana,18,Febrero,True
MX39-1416,paid,fulfilled,344.83,2500.0,0.0,12/02/2018 18:35:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Lunes,Entre Semana,18,Febrero,True
MX39-1417,paid,fulfilled,248.28,1800.0,0.0,12/02/2018 18:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Lunes,Entre Semana,18,Febrero,True
MX39-1418,paid,fulfilled,96.55,700.0,0.0,12/02/2018 18:44:00,1,700.0,No cancelado,External Credit,0.0,Tienda A,pos,Clipon,Lunes,Entre Semana,18,Febrero,True
MX39-1419,paid,fulfilled,248.28,1800.0,0.0,12/02/2018 18:54:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,CLARK,Lunes,Entre Semana,18,Febrero,True
MX39-1420,paid,fulfilled,248.28,1800.0,0.0,12/02/2018 19:39:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Lunes,Entre Semana,19,Febrero,True
MX39-1421,paid,fulfilled,248.28,1800.0,0.0,12/02/2018 19:49:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Lunes,Entre Semana,19,Febrero,True
MX39-1432,paid,fulfilled,248.28,1800.0,0.0,13/02/2018 18:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Martes,Entre Semana,18,Febrero,True
MX39-1448,paid,fulfilled,248.28,1800.0,0.0,16/02/2018 19:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS,Viernes,Fin de Semana,19,Febrero,True
MX39-1449,paid,fulfilled,248.28,1800.0,0.0,16/02/2018 19:47:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Viernes,Fin de Semana,19,Febrero,True
MX39-1455,paid,fulfilled,248.28,1800.0,0.0,17/02/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,18,Febrero,True
MX39-1456,paid,fulfilled,248.28,1800.0,0.0,17/02/2018 18:36:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,18,Febrero,True
MX39-1457,paid,fulfilled,248.28,1800.0,0.0,17/02/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Sábado,Fin de Semana,18,Febrero,True
MX39-1458,paid,fulfilled,248.28,1800.0,0.0,17/02/2018 19:11:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Febrero,True
MX39-1472,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 18:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,18,Febrero,True
MX39-1473,partially_refunded,fulfilled,248.28,1800.0,0.0,18/02/2018 18:38:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,18,Febrero,True
MX39-1474,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 18:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,JANIS,Domingo,Fin de Semana,18,Febrero,True
MX39-1475,paid,fulfilled,496.55,3600.0,0.0,18/02/2018 19:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Domingo,Fin de Semana,19,Febrero,True
MX39-1476,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 19:03:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RAMIREZ,Domingo,Fin de Semana,19,Febrero,True
MX39-1477,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 19:40:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,19,Febrero,True
MX39-1478,paid,fulfilled,593.1,4300.0,0.0,18/02/2018 19:46:00,2,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Domingo,Fin de Semana,19,Febrero,True
MX39-1479,paid,fulfilled,248.28,1800.0,0.0,18/02/2018 19:58:00,1,0.01,No cancelado,Cash,0.0,Tienda A,pos,Micas,Domingo,Fin de Semana,19,Febrero,True
MX39-1493,paid,fulfilled,227.58,1650.0,150.0,20/02/2018 18:25:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MOLEMAN,Martes,Entre Semana,18,Febrero,True
MX39-1494,paid,fulfilled,496.55,3600.0,0.0,20/02/2018 19:30:00,2,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Martes,Entre Semana,19,Febrero,True
MX39-1508,paid,fulfilled,6.9,50.0,0.0,23/02/2018 19:00:00,1,50.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco,Viernes,Fin de Semana,19,Febrero,True
MX39-1509,paid,fulfilled,517.24,3750.0,0.0,23/02/2018 19:11:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CHAVELA,Viernes,Fin de Semana,19,Febrero,True
MX39-1510,paid,unfulfilled,248.28,1800.0,0.0,23/02/2018 19:31:00,1,1799.99,14/6/2018,External Credit,0.0,Tienda A,pos,MOLEMAN,Viernes,Fin de Semana,19,Febrero,True
MX39-1520,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 18:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,18,Febrero,True
MX39-1521,paid,fulfilled,0.0,0.0,1800.0,24/02/2018 18:48:00,1,0.01,No cancelado,No efectuado,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,18,Febrero,True
MX39-1522,paid,fulfilled,344.83,2500.0,0.0,24/02/2018 18:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Sábado,Fin de Semana,18,Febrero,True
MX39-1523,paid,fulfilled,227.58,1650.0,150.0,24/02/2018 19:05:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,19,Febrero,True
MX39-1524,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 19:12:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Febrero,True
MX39-1525,paid,fulfilled,248.28,1800.0,0.0,24/02/2018 19:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Sábado,Fin de Semana,19,Febrero,True
MX39-1552,paid,fulfilled,248.28,1800.0,0.0,26/02/2018 18:59:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Lunes,Entre Semana,18,Febrero,True
MX39-1566,paid,fulfilled,344.83,2500.0,0.0,27/02/2018 18:27:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,DARIA JR,Martes,Entre Semana,18,Febrero,True
MX39-1567,paid,fulfilled,248.28,1800.0,0.0,27/02/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD,Martes,Entre Semana,18,Febrero,True
MX39-1573,paid,fulfilled,248.28,1800.0,0.0,02/03/2018 18:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Viernes,Fin de Semana,18,Marzo,True
MX39-1574,paid,fulfilled,517.24,3750.0,0.0,02/03/2018 19:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Viernes,Fin de Semana,19,Marzo,True
MX39-1575,paid,fulfilled,248.28,1800.0,0.0,02/03/2018 19:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA,Viernes,Fin de Semana,19,Marzo,True
MX39-1584,paid,fulfilled,227.58,1650.0,150.0,03/03/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS,Sábado,Fin de Semana,19,Marzo,True
MX39-1585,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 19:48:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Marzo,True
MX39-1586,paid,fulfilled,9.66,70.0,0.0,03/03/2018 19:52:00,1,70.0,No cancelado,External Credit,0.0,Tienda A,pos,Polanco,Sábado,Fin de Semana,19,Marzo,True
MX39-1603,paid,fulfilled,517.24,3750.0,0.0,04/03/2018 18:15:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Domingo,Fin de Semana,18,Marzo,True
MX39-1604,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 18:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,18,Marzo,True
MX39-1605,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 18:29:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Domingo,Fin de Semana,18,Marzo,True
MX39-1606,partially_refunded,fulfilled,248.28,1800.0,0.0,04/03/2018 19:05:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,CLARK,Domingo,Fin de Semana,19,Marzo,True
MX39-1616,paid,fulfilled,248.28,1800.0,0.0,05/03/2018 19:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Lunes,Entre Semana,19,Marzo,True
MX39-1617,paid,fulfilled,227.59,1650.0,150.0,05/03/2018 19:32:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,SEYMOUR,Lunes,Entre Semana,19,Marzo,True
MX39-1618,paid,fulfilled,248.28,1800.0,0.0,05/03/2018 19:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Lunes,Entre Semana,19,Marzo,True
MX39-1636,paid,fulfilled,227.59,1650.0,150.0,06/03/2018 18:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,COOPER,Martes,Entre Semana,18,Marzo,True
MX39-1650,paid,fulfilled,248.28,1800.0,0.0,07/03/2018 19:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK,Miercoles,Entre Semana,19,Marzo,True
MX39-1654,partially_refunded,fulfilled,248.28,1800.0,0.0,09/03/2018 19:46:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,PARKS,Viernes,Fin de Semana,19,Marzo,True
MX39-1660,paid,fulfilled,13.79,100.0,0.0,10/03/2018 19:24:00,2,50.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco,Sábado,Fin de Semana,19,Marzo,True
MX39-1675,partially_refunded,fulfilled,248.28,1800.0,0.0,11/03/2018 18:33:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,DARIA,Domingo,Fin de Semana,18,Marzo,True
MX39-1676,partially_refunded,fulfilled,248.28,1800.0,0.0,11/03/2018 18:35:00,1,0.01,No cancelado,External Credit,150.0,Tienda A,pos,Micas,Domingo,Fin de Semana,18,Marzo,True
MX39-1677,paid,fulfilled,248.28,1800.0,0.0,11/03/2018 19:10:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,19,Marzo,True
MX39-1698,paid,fulfilled,248.28,1800.0,0.0,13/03/2018 18:34:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,GONZO,Martes,Entre Semana,18,Marzo,True
MX39-1699,partially_refunded,fulfilled,496.55,3600.0,0.0,13/03/2018 18:43:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,TRUMAN,Martes,Entre Semana,18,Marzo,True
MX39-1700,paid,fulfilled,496.55,3600.0,0.0,13/03/2018 19:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Martes,Entre Semana,19,Marzo,True
MX39-1707,paid,fulfilled,0.0,0.0,2500.0,15/03/2018 18:15:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,ALDOUS,Jueves,Entre Semana,18,Marzo,True
MX39-1708,paid,unfulfilled,0.0,0.0,2500.0,15/03/2018 19:22:00,1,1799.99,15/3/2018,No efectuado,0.0,Tienda A,pos,MARTIN,Jueves,Entre Semana,19,Marzo,True
MX39-1712,paid,fulfilled,248.28,1800.0,0.0,16/03/2018 19:33:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,RAMIREZ,Viernes,Fin de Semana,19,Marzo,True
MX39-1721,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 18:13:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,DARIA JR,Sábado,Fin de Semana,18,Marzo,True
MX39-1722,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 18:25:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,18,Marzo,True
MX39-1723,partially_refunded,fulfilled,248.28,1800.0,0.0,17/03/2018 18:49:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,PARKS,Sábado,Fin de Semana,18,Marzo,True
MX39-1724,paid,fulfilled,6.9,50.0,0.0,17/03/2018 19:04:00,1,50.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco,Sábado,Fin de Semana,19,Marzo,True
MX39-1725,paid,fulfilled,0.0,0.0,1800.0,17/03/2018 19:07:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,19,Marzo,True
MX39-1726,partially_refunded,fulfilled,248.28,1800.0,0.0,17/03/2018 19:18:00,1,0.01,No cancelado,External Credit,150.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Marzo,True
MX39-1727,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Sábado,Fin de Semana,19,Marzo,True
MX39-1728,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 19:44:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Sábado,Fin de Semana,19,Marzo,True
MX39-1729,paid,fulfilled,248.28,1800.0,0.0,17/03/2018 19:52:00,1,0.01,No cancelado,External Credit,0.0,Tienda A,pos,Micas,Sábado,Fin de Semana,19,Marzo,True
MX39-1750,paid,fulfilled,0.0,0.0,1800.0,18/03/2018 19:14:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,ALDOUS,Domingo,Fin de Semana,19,Marzo,True
MX39-1760,paid,fulfilled,248.28,1800.0,0.0,19/03/2018 18:14:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,TRUMAN,Lunes,Entre Semana,18,Marzo,True
MX39-1761,paid,fulfilled,248.28,1800.0,0.0,19/03/2018 18:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Lunes,Entre Semana,18,Marzo,True
MX39-1762,paid,unfulfilled,248.28,1800.0,0.0,19/03/2018 18:38:00,1,1799.99,19/3/2018,External Credit,0.0,Tienda A,pos,PARKS,Lunes,Entre Semana,18,Marzo,True
MX39-1763,partially_refunded,fulfilled,317.24,2300.0,0.0,19/03/2018 19:26:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,LUCAS,Lunes,Entre Semana,19,Marzo,True
MX39-1764,paid,fulfilled,248.28,1800.0,0.0,19/03/2018 19:59:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,JANIS,Lunes,Entre Semana,19,Marzo,True
