Name,Financial Status,Fulfillment Status,Taxes,Total,Discount Amount,Created_at (UTC),Lineitem quantity,Lineitem price,Cancelled at,Payment Method,Refunded Amount,Location,Source,Lineitem name,Day,Day_Type,Hour,Month,Horario_correcto
MX31-1796,paid,fulfilled,248.28,1800.0,0.0,12/02/2018 19:59:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MARTIN,Lunes,Entre Semana,19,Febrero,True
MX31-1806,paid,fulfilled,248.28,1800.0,0.0,14/02/2018 19:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Miercoles,Entre Semana,19,Febrero,True
MX31-1807,paid,fulfilled,248.28,1800.0,0.0,14/02/2018 19:51:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,19,Febrero,True
MX31-1816,paid,fulfilled,517.24,3750.0,0.0,15/02/2018 18:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Jueves,Entre Semana,18,Febrero,True
MX31-1817,paid,fulfilled,227.59,1650.0,150.0,15/02/2018 19:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Jueves,Entre Semana,19,Febrero,True
MX31-1827,paid,fulfilled,537.93,3900.0,3600.0,18/02/2018 19:42:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,19,Febrero,True
MX31-1831,paid,fulfilled,268.97,1950.0,1800.0,19/02/2018 18:43:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GONZO,Lunes,Entre Semana,18,Febrero,True
MX31-1832,paid,fulfilled,393.1,2850.0,0.0,19/02/2018 19:34:00,2,1425.0,No cancelado,External Credit,0.0,Tienda B,pos,Mica progresiva,Lunes,Entre Semana,19,Febrero,True
MX31-1840,paid,fulfilled,248.28,1800.0,0.0,21/02/2018 19:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Miercoles,Entre Semana,19,Febrero,True
MX31-1846,paid,fulfilled,227.58,1650.0,150.0,22/02/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN,Jueves,Entre Semana,19,Febrero,True
MX31-1847,paid,fulfilled,613.79,4450.0,0.0,22/02/2018 19:56:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Jueves,Entre Semana,19,Febrero,True
MX31-1854,paid,fulfilled,227.58,1650.0,150.0,24/02/2018 19:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Sábado,Fin de Semana,19,Febrero,True
MX31-1855,paid,fulfilled,227.58,1650.0,150.0,24/02/2018 19:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CAMARENA,Sábado,Fin de Semana,19,Febrero,True
MX31-1856,paid,fulfilled,103.45,750.0,150.0,24/02/2018 19:11:00,2,450.0,No cancelado,External Credit,0.0,Tienda B,pos,Mica Monofocal,Sábado,Fin de Semana,19,Febrero,True
MX31-1885,paid,fulfilled,227.58,1650.0,150.0,28/02/2018 19:00:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CHAVELA,Miercoles,Entre Semana,19,Febrero,True
MX31-1890,paid,fulfilled,496.55,3600.0,150.0,01/03/2018 18:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Jueves,Entre Semana,18,Marzo,True
MX31-1891,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 19:16:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MOLEMAN,Jueves,Entre Semana,19,Marzo,True
MX31-1892,paid,fulfilled,248.28,1800.0,0.0,01/03/2018 19:43:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,MARTIN,Jueves,Entre Semana,19,Marzo,True
MX31-1896,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Sábado,Fin de Semana,18,Marzo,True
MX31-1897,paid,fulfilled,124.14,900.0,0.0,03/03/2018 18:58:00,2,450.0,No cancelado,Cash,0.0,Tienda B,pos,Mica Monofocal,Sábado,Fin de Semana,18,Marzo,True
MX31-1898,paid,unfulfilled,248.28,1800.0,0.0,03/03/2018 19:04:00,1,1799.99,3/3/2018,External Credit,0.0,Tienda B,pos,BARRAGAN,Sábado,Fin de Semana,19,Marzo,True
MX31-1899,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 19:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING,Sábado,Fin de Semana,19,Marzo,True
MX31-1900,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 19:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Sábado,Fin de Semana,19,Marzo,True
MX31-1901,paid,fulfilled,268.97,1950.0,1800.0,03/03/2018 19:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Sábado,Fin de Semana,19,Marzo,True
MX31-1920,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 18:21:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,18,Marzo,True
MX31-1921,paid,fulfilled,317.24,2300.0,0.0,04/03/2018 18:25:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ESQUIVEL,Domingo,Fin de Semana,18,Marzo,True
MX31-1922,paid,fulfilled,344.83,2500.0,0.0,04/03/2018 19:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Domingo,Fin de Semana,19,Marzo,True
MX31-1923,paid,unfulfilled,248.28,1800.0,0.0,04/03/2018 19:21:00,1,1799.99,12/3/2018,External Credit,0.0,Tienda B,pos,MOLEMAN,Domingo,Fin de Semana,19,Marzo,True
MX31-1924,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 19:40:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,19,Marzo,True
MX31-1945,paid,fulfilled,486.62,7350.0,150.0,08/03/2018 19:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR,Jueves,Entre Semana,19,Marzo,True
MX31-1951,paid,fulfilled,517.24,3750.0,0.0,09/03/2018 18:49:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Viernes,Fin de Semana,18,Marzo,True
MX31-1952,paid,fulfilled,248.28,1800.0,0.0,09/03/2018 19:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Viernes,Fin de Semana,19,Marzo,True
MX31-1965,paid,fulfilled,248.28,1800.0,0.0,10/03/2018 18:19:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ESQUIVEL,Sábado,Fin de Semana,18,Marzo,True
MX31-1975,paid,fulfilled,248.28,1800.0,0.0,11/03/2018 19:06:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CAMARENA,Domingo,Fin de Semana,19,Marzo,True
MX31-1976,paid,fulfilled,248.28,1800.0,0.0,11/03/2018 19:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN,Domingo,Fin de Semana,19,Marzo,True
MX31-1977,paid,fulfilled,248.28,1800.0,0.0,11/03/2018 19:27:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Domingo,Fin de Semana,19,Marzo,True
MX31-2002,paid,fulfilled,400.0,2900.0,0.0,15/03/2018 19:04:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Jueves,Entre Semana,19,Marzo,True
MX31-2003,paid,fulfilled,151.73,1100.01,0.0,15/03/2018 19:09:00,1,1100.01,No cancelado,External Credit,0.0,Tienda B,pos,Micas,Jueves,Entre Semana,19,Marzo,True
MX31-2009,paid,fulfilled,400.0,2900.0,0.0,16/03/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MARTIN,Viernes,Fin de Semana,19,Marzo,True
MX31-2010,paid,fulfilled,248.28,1800.0,0.0,16/03/2018 19:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,TRUMAN,Viernes,Fin de Semana,19,Marzo,True
MX31-2021,paid,fulfilled,248.28,1800.0,0.0,18/03/2018 19:32:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Domingo,Fin de Semana,19,Marzo,True
MX31-2044,paid,fulfilled,248.28,1800.0,0.0,20/03/2018 18:41:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Martes,Entre Semana,18,Marzo,True
MX31-2045,paid,fulfilled,248.28,1800.0,0.0,20/03/2018 19:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,PARKS,Martes,Entre Semana,19,Marzo,True
MX31-2046,paid,fulfilled,248.28,1800.0,0.0,20/03/2018 19:55:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,19,Marzo,True
MX31-2055,paid,fulfilled,248.28,1800.0,0.0,22/03/2018 19:51:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,DARIA JR,Jueves,Entre Semana,19,Marzo,True
MX31-2061,paid,fulfilled,248.28,1800.0,0.0,24/03/2018 19:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Sábado,Fin de Semana,19,Marzo,True
MX31-2067,paid,fulfilled,96.55,700.0,0.0,25/03/2018 19:25:00,1,700.0,No cancelado,External Credit,0.0,Tienda B,pos,Clipon,Domingo,Fin de Semana,19,Marzo,True
MX31-2068,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA,Domingo,Fin de Semana,19,Marzo,True
MX31-2069,paid,fulfilled,248.28,1800.0,0.0,25/03/2018 19:55:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,DARIA JR,Domingo,Fin de Semana,19,Marzo,True
MX31-2084,paid,fulfilled,344.83,2500.01,0.0,26/03/2018 18:34:00,2,450.0,No cancelado,External Credit,0.0,Tienda B,pos,Mica Monofocal,Lunes,Entre Semana,18,Marzo,True
MX31-2085,paid,fulfilled,237.24,1720.0,150.0,26/03/2018 18:58:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Lunes,Entre Semana,18,Marzo,True
MX31-2086,paid,fulfilled,248.28,1800.0,0.0,26/03/2018 19:33:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,GONZO,Lunes,Entre Semana,19,Marzo,True
MX31-2099,paid,fulfilled,248.28,1800.0,0.0,28/03/2018 18:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Miercoles,Entre Semana,18,Marzo,True
MX31-2100,paid,fulfilled,475.86,3450.0,150.0,28/03/2018 19:01:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Miercoles,Entre Semana,19,Marzo,True
MX31-2112,paid,fulfilled,30.34,220.0,0.0,29/03/2018 17:56:00,1,120.0,No cancelado,External Credit,0.0,Tienda B,pos,Tote #Cuatroojos,Jueves,Entre Semana,17,Marzo,True
MX31-2113,paid,fulfilled,317.24,2300.0,0.0,29/03/2018 19:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Jueves,Entre Semana,19,Marzo,True
MX31-2126,paid,fulfilled,248.28,1800.0,0.0,31/03/2018 18:22:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ALDOUS,Sábado,Fin de Semana,18,Marzo,True
MX31-2127,paid,fulfilled,517.24,3750.0,0.0,31/03/2018 18:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,18,Marzo,True
MX31-2128,paid,fulfilled,248.28,1800.0,0.0,31/03/2018 19:57:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,ESQUIVEL,Sábado,Fin de Semana,19,Marzo,True
MX32-1354,paid,fulfilled,248.27,1799.99,0.0,02/01/2018 18:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RUDYARD,Martes,Entre Semana,18,Enero,True
MX32-1355,paid,fulfilled,317.24,2300.0,0.0,02/01/2018 18:48:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CHAVELA,Martes,Entre Semana,18,Enero,True
MX32-1356,paid,fulfilled,96.55,700.0,0.0,02/01/2018 18:59:00,1,700.0,No cancelado,External Credit,0.0,Tienda B,pos,Clipon,Martes,Entre Semana,18,Enero,True
MX32-1357,partially_refunded,fulfilled,496.55,3600.0,0.0,02/01/2018 19:33:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,WALTER,Martes,Entre Semana,19,Enero,True
MX32-1358,paid,fulfilled,248.28,1800.0,0.0,02/01/2018 19:59:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,JANIS,Martes,Entre Semana,19,Enero,True
MX32-1371,paid,fulfilled,227.59,1650.0,150.0,03/01/2018 18:18:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ESQUIVEL,Miercoles,Entre Semana,18,Enero,True
MX32-1372,paid,fulfilled,248.28,1800.0,0.0,03/01/2018 19:08:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,CLARK,Miercoles,Entre Semana,19,Enero,True
MX32-1373,paid,fulfilled,248.28,1800.0,0.0,03/01/2018 19:15:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Miercoles,Entre Semana,19,Enero,True
MX32-1374,paid,fulfilled,248.28,1800.0,0.0,03/01/2018 19:21:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,LUCAS,Miercoles,Entre Semana,19,Enero,True
MX32-1375,paid,fulfilled,400.0,2900.0,0.0,03/01/2018 19:30:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,19,Enero,True
MX32-1376,paid,fulfilled,248.28,1800.0,0.0,03/01/2018 19:50:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,STANLEY,Miercoles,Entre Semana,19,Enero,True
MX32-1409,paid,unfulfilled,496.55,3600.0,150.0,06/01/2018 17:42:00,1,1799.99,8/1/2018,External Credit,0.0,Tienda B,pos,WALTER,Sábado,Fin de Semana,17,Enero,True
MX32-1410,paid,fulfilled,248.28,1800.0,0.0,06/01/2018 19:07:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Sábado,Fin de Semana,19,Enero,True
MX32-1411,paid,fulfilled,248.28,1800.0,0.0,06/01/2018 19:17:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Sábado,Fin de Semana,19,Enero,True
MX32-1412,paid,fulfilled,248.28,1800.0,0.0,06/01/2018 19:20:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,LUCAS,Sábado,Fin de Semana,19,Enero,True
MX32-1413,partially_refunded,fulfilled,248.28,1800.0,0.0,06/01/2018 19:39:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,LUCAS,Sábado,Fin de Semana,19,Enero,True
MX32-1414,paid,fulfilled,517.24,3750.0,0.0,06/01/2018 19:47:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Sábado,Fin de Semana,19,Enero,True
MX32-1430,paid,fulfilled,227.59,1650.0,150.0,07/01/2018 18:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,BARRAGAN,Domingo,Fin de Semana,18,Enero,True
MX32-1431,paid,fulfilled,227.59,1650.0,150.0,07/01/2018 18:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Domingo,Fin de Semana,18,Enero,True
MX32-1432,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:15:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Domingo,Fin de Semana,19,Enero,True
MX32-1433,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:29:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Domingo,Fin de Semana,19,Enero,True
MX32-1434,paid,fulfilled,248.28,1800.0,0.0,07/01/2018 19:57:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Domingo,Fin de Semana,19,Enero,True
MX32-1460,paid,fulfilled,248.28,1800.0,0.0,10/01/2018 18:19:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,RAMIREZ,Miercoles,Entre Semana,18,Enero,True
MX32-1461,paid,fulfilled,248.28,1800.0,0.0,10/01/2018 18:30:00,1,1799.99,No cancelado,Gift Card,0.0,Tienda B,pos,ESQUIVEL,Miercoles,Entre Semana,18,Enero,True
MX32-1462,paid,fulfilled,248.28,1800.0,0.0,10/01/2018 18:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,WALTER,Miercoles,Entre Semana,18,Enero,True
MX32-1463,paid,fulfilled,496.55,3600.0,150.0,10/01/2018 18:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,CLARK,Miercoles,Entre Semana,18,Enero,True
MX32-1464,paid,fulfilled,264.83,1920.0,0.0,10/01/2018 19:28:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,MOLEMAN,Miercoles,Entre Semana,19,Enero,True
MX32-1474,paid,fulfilled,0.0,0.0,2300.0,11/01/2018 18:25:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,LUCAS,Jueves,Entre Semana,18,Enero,True
MX32-1475,paid,fulfilled,248.28,1800.0,0.0,11/01/2018 19:34:00,1,1799.99,No cancelado,Cash + External Credit,0.0,Tienda B,pos,LEON,Jueves,Entre Semana,19,Enero,True
MX32-1484,paid,fulfilled,517.24,3750.0,0.0,12/01/2018 19:22:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,STANLEY,Viernes,Fin de Semana,19,Enero,True
MX32-1485,paid,fulfilled,517.24,3750.0,0.0,12/01/2018 19:53:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Viernes,Fin de Semana,19,Enero,True
MX32-1497,paid,fulfilled,503.45,3650.0,100.0,14/01/2018 18:27:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,LUCAS,Domingo,Fin de Semana,18,Enero,True
MX32-1498,paid,fulfilled,227.59,1650.0,150.0,14/01/2018 19:09:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,RAMIREZ,Domingo,Fin de Semana,19,Enero,True
MX32-1499,paid,fulfilled,517.24,3750.0,0.0,14/01/2018 19:31:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,JANIS,Domingo,Fin de Semana,19,Enero,True
MX32-1507,paid,fulfilled,248.28,1800.0,0.0,18/01/2018 19:00:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,HAWKING,Jueves,Entre Semana,19,Enero,True
MX32-1508,paid,fulfilled,248.28,1800.0,0.0,18/01/2018 19:42:00,1,1799.99,No cancelado,Cash,0.0,Tienda B,pos,PARKS,Jueves,Entre Semana,19,Enero,True
MX32-1511,paid,fulfilled,0.0,0.0,2500.0,23/01/2018 18:30:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,18,Enero,True
MX32-1512,paid,fulfilled,344.83,2500.0,0.0,23/01/2018 18:39:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,18,Enero,True
MX32-1513,paid,fulfilled,96.55,700.0,0.0,23/01/2018 18:43:00,1,700.0,No cancelado,External Credit,0.0,Tienda B,pos,Clipon,Martes,Entre Semana,18,Enero,True
MX32-1514,paid,fulfilled,248.28,1800.0,0.0,23/01/2018 19:23:00,1,1799.99,No cancelado,External Credit,0.0,Tienda B,pos,SEYMOUR,Martes,Entre Semana,19,Enero,True
MX32-1515,partially_refunded,fulfilled,248.28,1800.0,0.0,23/01/2018 19:32:00,1,1799.99,No cancelado,External Credit,150.0,Tienda B,pos,ALDOUS,Martes,Entre Semana,19,Enero,True
MX32-1541,paid,fulfilled,248.28,1800.0,0.0,26/01/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS,Viernes,Fin de Semana,18,Enero,True
MX32-1542,partially_refunded,fulfilled,517.24,3750.0,0.0,26/01/2018 18:32:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,RUDYARD,Viernes,Fin de Semana,18,Enero,True
MX32-1543,paid,fulfilled,227.58,1650.0,150.0,26/01/2018 19:38:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,HAWKING,Viernes,Fin de Semana,19,Enero,True
MX32-1556,paid,fulfilled,317.24,2300.0,0.0,27/01/2018 18:16:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,RUDYARD,Sábado,Fin de Semana,18,Enero,True
MX32-1557,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 18:50:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Sábado,Fin de Semana,18,Enero,True
MX32-1558,partially_refunded,fulfilled,248.28,1800.0,0.0,27/01/2018 19:03:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,CAMARENA,Sábado,Fin de Semana,19,Enero,True
MX32-1559,paid,fulfilled,227.58,1650.0,150.0,27/01/2018 19:12:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CHAVELA,Sábado,Fin de Semana,19,Enero,True
MX32-1560,partially_refunded,fulfilled,248.28,1800.0,0.0,27/01/2018 19:28:00,1,1799.99,No cancelado,Cash,150.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,19,Enero,True
MX32-1561,partially_refunded,fulfilled,496.55,3600.0,0.0,27/01/2018 19:43:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,19,Enero,True
MX32-1562,paid,fulfilled,248.28,1800.0,0.0,27/01/2018 19:47:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,19,Enero,True
MX32-1587,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 18:52:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,CLARK,Domingo,Fin de Semana,18,Enero,True
MX32-1588,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:02:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,RAMIREZ,Domingo,Fin de Semana,19,Enero,True
MX32-1589,paid,unfulfilled,248.28,1800.0,0.0,28/01/2018 19:07:00,1,1799.99,31/1/2018,External Credit,0.0,Tienda A,pos,WALTER,Domingo,Fin de Semana,19,Enero,True
MX32-1590,paid,fulfilled,248.28,1800.0,0.0,28/01/2018 19:14:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,DARIA JR,Domingo,Fin de Semana,19,Enero,True
MX32-1591,paid,fulfilled,6.9,50.0,0.0,28/01/2018 19:31:00,1,50.0,No cancelado,Cash + External Credit,0.0,Tienda A,pos,Polanco,Domingo,Fin de Semana,19,Enero,True
MX32-1592,partially_refunded,fulfilled,248.28,1800.0,0.0,28/01/2018 19:43:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,MOLEMAN,Domingo,Fin de Semana,19,Enero,True
MX32-1609,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 18:10:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,PARKS,Miercoles,Entre Semana,18,Febrero,True
MX32-1610,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 18:27:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Miercoles,Entre Semana,18,Febrero,True
MX32-1611,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 18:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LEON,Miercoles,Entre Semana,18,Febrero,True
MX32-1612,paid,fulfilled,248.28,1800.0,0.0,28/02/2018 19:28:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,TRUMAN,Miercoles,Entre Semana,19,Febrero,True
MX32-1613,paid,fulfilled,28.28,205.0,0.0,28/02/2018 19:40:00,2,70.0,No cancelado,Cash,0.0,Tienda A,pos,Polanco,Miercoles,Entre Semana,19,Febrero,True
MX32-1626,paid,unfulfilled,496.55,3600.0,0.0,03/03/2018 18:36:00,1,1799.99,3/3/2018,External Credit,0.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,18,Marzo,True
MX32-1627,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 18:56:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Sábado,Fin de Semana,18,Marzo,True
MX32-1628,paid,fulfilled,0.0,0.0,3600.0,03/03/2018 19:28:00,1,1799.99,No cancelado,No efectuado,0.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,19,Marzo,True
MX32-1629,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 19:45:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,PARKS,Sábado,Fin de Semana,19,Marzo,True
MX32-1630,paid,fulfilled,248.28,1800.0,0.0,03/03/2018 19:54:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ESQUIVEL,Sábado,Fin de Semana,19,Marzo,True
MX32-1640,partially_refunded,fulfilled,248.28,1800.0,0.0,04/03/2018 18:30:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,CLARK,Domingo,Fin de Semana,18,Marzo,True
MX32-1641,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 18:54:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,BARRAGAN,Domingo,Fin de Semana,18,Marzo,True
MX32-1642,partially_refunded,fulfilled,248.28,1800.0,0.0,04/03/2018 19:08:00,1,1799.99,No cancelado,External Credit,150.0,Tienda A,pos,RAMIREZ,Domingo,Fin de Semana,19,Marzo,True
MX32-1643,paid,fulfilled,124.14,900.0,900.0,04/03/2018 19:24:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,ALDOUS,Domingo,Fin de Semana,19,Marzo,True
MX32-1644,paid,fulfilled,248.28,1800.0,0.0,04/03/2018 19:36:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,SEYMOUR,Domingo,Fin de Semana,19,Marzo,True
MX32-1657,paid,fulfilled,248.28,1800.0,0.0,05/03/2018 19:19:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,MOLEMAN,Lunes,Entre Semana,19,Marzo,True
MX32-1673,paid,fulfilled,0.0,1800.0,0.0,07/03/2018 18:17:00,1,1800.0,No cancelado,External Credit,0.0,Tienda A,pos,Tarjeta de Regalo Buena Onda Virtual,Miercoles,Entre Semana,18,Marzo,True
MX32-1674,paid,fulfilled,248.28,1800.0,0.0,07/03/2018 19:35:00,1,1799.99,No cancelado,Cash,0.0,Tienda A,pos,BARRAGAN,Miercoles,Entre Semana,19,Marzo,True
MX32-1675,paid,fulfilled,400.0,2900.0,0.0,07/03/2018 19:46:00,1,1799.99,No cancelado,External Credit,0.0,Tienda A,pos,LUCAS,Miercoles,Entre Semana,19,Marzo,True
MX32-1682,paid,fulfilled,248.28,1800.0,0.0,10/03/2018 18:37:00,1,1799.99,No cancelado,External Credit,0.0,Tienda C,pos,ESQUIVEL,Sábado,Fin de Semana,18,Marzo,True
